treatment_class,treatment,orig_var,variable,value,replacement
MappedCodeTransform,deviation_code,v_4501,v_4501_deviation_code,a,1.3674438342557171
MappedCodeTransform,deviation_code,v_4501,v_4501_deviation_code,b,1.492283297190164
MappedCodeTransform,prevalence_code,v_4501,v_4501_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_4501,v_4501_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_4501,v_4501_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4501,v_4501_lev_a,a,1.0
MappedCodeTransform,impact_code,v_379,v_379_impact_code,a,-0.1213716893166671
MappedCodeTransform,impact_code,v_379,v_379_impact_code,b,0.09997715352759806
MappedCodeTransform,deviation_code,v_379,v_379_deviation_code,a,1.3553936645849067
MappedCodeTransform,deviation_code,v_379,v_379_deviation_code,b,1.4884430752028461
MappedCodeTransform,prevalence_code,v_379,v_379_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_379,v_379_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_379,v_379_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_379,v_379_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3073,v_3073_impact_code,a,0.02478161887511545
MappedCodeTransform,impact_code,v_3073,v_3073_impact_code,b,-0.026859332839635784
MappedCodeTransform,deviation_code,v_3073,v_3073_deviation_code,a,1.5056356905405108
MappedCodeTransform,deviation_code,v_3073,v_3073_deviation_code,b,1.379523658427544
MappedCodeTransform,prevalence_code,v_3073,v_3073_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_3073,v_3073_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_3073,v_3073_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3073,v_3073_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2677,v_2677_impact_code,a,-0.020193916424353742
MappedCodeTransform,impact_code,v_2677,v_2677_impact_code,b,0.021484135667311836
MappedCodeTransform,deviation_code,v_2677,v_2677_deviation_code,a,1.4795104392817804
MappedCodeTransform,deviation_code,v_2677,v_2677_deviation_code,b,1.4011874069698742
MappedCodeTransform,prevalence_code,v_2677,v_2677_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_2677,v_2677_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_2677,v_2677_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2677,v_2677_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1162,v_1162_impact_code,a,0.3000567321224476
MappedCodeTransform,impact_code,v_1162,v_1162_impact_code,b,-0.3017099949151185
MappedCodeTransform,deviation_code,v_1162,v_1162_deviation_code,a,1.4959449562232074
MappedCodeTransform,deviation_code,v_1162,v_1162_deviation_code,b,1.2963313230405082
MappedCodeTransform,prevalence_code,v_1162,v_1162_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_1162,v_1162_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_1162,v_1162_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1162,v_1162_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2942,v_2942_impact_code,a,0.03930958726414461
MappedCodeTransform,impact_code,v_2942,v_2942_impact_code,b,-0.04688285357163695
MappedCodeTransform,deviation_code,v_2942,v_2942_deviation_code,a,1.604669815053524
MappedCodeTransform,deviation_code,v_2942,v_2942_deviation_code,b,1.2911399915234498
MappedCodeTransform,prevalence_code,v_2942,v_2942_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_2942,v_2942_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_2942,v_2942_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2942,v_2942_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1425,v_1425_impact_code,a,0.25371777605892193
MappedCodeTransform,impact_code,v_1425,v_1425_impact_code,b,-0.1905667021102201
MappedCodeTransform,deviation_code,v_1425,v_1425_deviation_code,a,1.1589149573459152
MappedCodeTransform,deviation_code,v_1425,v_1425_deviation_code,b,1.5929324283755444
MappedCodeTransform,prevalence_code,v_1425,v_1425_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_1425,v_1425_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_1425,v_1425_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1425,v_1425_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4557,v_4557_impact_code,a,0.1690643293152759
MappedCodeTransform,impact_code,v_4557,v_4557_impact_code,b,-0.1670847704406119
MappedCodeTransform,deviation_code,v_4557,v_4557_deviation_code,a,1.444693696007402
MappedCodeTransform,deviation_code,v_4557,v_4557_deviation_code,b,1.4008302858175463
MappedCodeTransform,prevalence_code,v_4557,v_4557_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_4557,v_4557_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_4557,v_4557_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4557,v_4557_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2759,v_2759_impact_code,a,0.005174479034882512
MappedCodeTransform,impact_code,v_2759,v_2759_impact_code,b,-0.004547422054101242
MappedCodeTransform,deviation_code,v_2759,v_2759_deviation_code,a,1.3884096082946937
MappedCodeTransform,deviation_code,v_2759,v_2759_deviation_code,b,1.4896245294758432
MappedCodeTransform,prevalence_code,v_2759,v_2759_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_2759,v_2759_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_2759,v_2759_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2759,v_2759_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1384,v_1384_impact_code,a,-0.015047683640882822
MappedCodeTransform,impact_code,v_1384,v_1384_impact_code,b,0.015373765572023267
MappedCodeTransform,deviation_code,v_1384,v_1384_deviation_code,a,1.4495815835486512
MappedCodeTransform,deviation_code,v_1384,v_1384_deviation_code,b,1.430009136312772
MappedCodeTransform,prevalence_code,v_1384,v_1384_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_1384,v_1384_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_1384,v_1384_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1384,v_1384_lev_b,b,1.0
MappedCodeTransform,impact_code,v_767,v_767_impact_code,a,-0.1515537329497502
MappedCodeTransform,impact_code,v_767,v_767_impact_code,b,0.15540919221234603
MappedCodeTransform,deviation_code,v_767,v_767_deviation_code,a,1.5565322955655552
MappedCodeTransform,deviation_code,v_767,v_767_deviation_code,b,1.2965291519099251
MappedCodeTransform,prevalence_code,v_767,v_767_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_767,v_767_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_767,v_767_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_767,v_767_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4063,v_4063_impact_code,a,-0.1098655076148852
MappedCodeTransform,impact_code,v_4063,v_4063_impact_code,b,0.1067461755494161
MappedCodeTransform,deviation_code,v_4063,v_4063_deviation_code,a,1.4038930684352298
MappedCodeTransform,deviation_code,v_4063,v_4063_deviation_code,b,1.456357824487366
MappedCodeTransform,prevalence_code,v_4063,v_4063_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_4063,v_4063_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_4063,v_4063_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4063,v_4063_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2241,v_2241_impact_code,a,0.009456335757910068
MappedCodeTransform,impact_code,v_2241,v_2241_impact_code,b,-0.007689767732434334
MappedCodeTransform,deviation_code,v_2241,v_2241_deviation_code,a,1.3504560881589487
MappedCodeTransform,deviation_code,v_2241,v_2241_deviation_code,b,1.5252754344232193
MappedCodeTransform,prevalence_code,v_2241,v_2241_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_2241,v_2241_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_2241,v_2241_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2241,v_2241_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4468,v_4468_impact_code,a,0.18680306898798685
MappedCodeTransform,impact_code,v_4468,v_4468_impact_code,b,-0.19134481730530103
MappedCodeTransform,deviation_code,v_4468,v_4468_deviation_code,a,1.4969670668241883
MappedCodeTransform,deviation_code,v_4468,v_4468_deviation_code,b,1.3404330039440495
MappedCodeTransform,prevalence_code,v_4468,v_4468_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_4468,v_4468_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_4468,v_4468_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4468,v_4468_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4652,v_4652_impact_code,a,0.1285171593160063
MappedCodeTransform,impact_code,v_4652,v_4652_impact_code,b,-0.11691032108447526
MappedCodeTransform,deviation_code,v_4652,v_4652_deviation_code,a,1.4927533681621217
MappedCodeTransform,deviation_code,v_4652,v_4652_deviation_code,b,1.376307775590706
MappedCodeTransform,prevalence_code,v_4652,v_4652_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_4652,v_4652_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_4652,v_4652_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4652,v_4652_lev_a,a,1.0
MappedCodeTransform,impact_code,v_655,v_655_impact_code,a,0.09820657269823602
MappedCodeTransform,impact_code,v_655,v_655_impact_code,b,-0.08835297171870397
MappedCodeTransform,deviation_code,v_655,v_655_deviation_code,a,1.3787507739527496
MappedCodeTransform,deviation_code,v_655,v_655_deviation_code,b,1.479594555771154
MappedCodeTransform,prevalence_code,v_655,v_655_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_655,v_655_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_655,v_655_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_655,v_655_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2707,v_2707_impact_code,a,-0.011094532012123862
MappedCodeTransform,impact_code,v_2707,v_2707_impact_code,b,0.01219097355955841
MappedCodeTransform,deviation_code,v_2707,v_2707_deviation_code,a,1.4885401435553547
MappedCodeTransform,deviation_code,v_2707,v_2707_deviation_code,b,1.3941430544470006
MappedCodeTransform,prevalence_code,v_2707,v_2707_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_2707,v_2707_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_2707,v_2707_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2707,v_2707_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2617,v_2617_impact_code,a,-0.0006028677650305517
MappedCodeTransform,impact_code,v_2617,v_2617_impact_code,b,0.0005825568684456697
MappedCodeTransform,deviation_code,v_2617,v_2617_deviation_code,a,1.4287265922692227
MappedCodeTransform,deviation_code,v_2617,v_2617_deviation_code,b,1.4548108960142332
MappedCodeTransform,prevalence_code,v_2617,v_2617_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_2617,v_2617_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_2617,v_2617_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2617,v_2617_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2636,v_2636_impact_code,a,0.21530018874650778
MappedCodeTransform,impact_code,v_2636,v_2636_impact_code,b,-0.2215590583380731
MappedCodeTransform,deviation_code,v_2636,v_2636_deviation_code,a,1.3053798680891788
MappedCodeTransform,deviation_code,v_2636,v_2636_deviation_code,b,1.5280102611288595
MappedCodeTransform,prevalence_code,v_2636,v_2636_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_2636,v_2636_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_2636,v_2636_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2636,v_2636_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4529,v_4529_impact_code,a,-0.1523083352308604
MappedCodeTransform,impact_code,v_4529,v_4529_impact_code,b,0.14384255054980852
MappedCodeTransform,deviation_code,v_4529,v_4529_deviation_code,a,1.2325993543845242
MappedCodeTransform,deviation_code,v_4529,v_4529_deviation_code,b,1.622938190463558
MappedCodeTransform,prevalence_code,v_4529,v_4529_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_4529,v_4529_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_4529,v_4529_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4529,v_4529_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2527,v_2527_impact_code,a,-0.034915879565603124
MappedCodeTransform,impact_code,v_2527,v_2527_impact_code,b,0.027476295351906765
MappedCodeTransform,deviation_code,v_2527,v_2527_deviation_code,a,1.3325128762806666
MappedCodeTransform,deviation_code,v_2527,v_2527_deviation_code,b,1.5191952106593327
MappedCodeTransform,prevalence_code,v_2527,v_2527_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_2527,v_2527_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_2527,v_2527_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2527,v_2527_lev_a,a,1.0
MappedCodeTransform,impact_code,v_472,v_472_impact_code,a,-5.112818491297198e-05
MappedCodeTransform,impact_code,v_472,v_472_impact_code,b,4.909141375507688e-05
MappedCodeTransform,deviation_code,v_472,v_472_deviation_code,a,1.425327863750989
MappedCodeTransform,deviation_code,v_472,v_472_deviation_code,b,1.4548299924134842
MappedCodeTransform,prevalence_code,v_472,v_472_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_472,v_472_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_472,v_472_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_472,v_472_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2553,v_2553_impact_code,a,0.000841619787599843
MappedCodeTransform,impact_code,v_2553,v_2553_impact_code,b,-0.0009114849096071207
MappedCodeTransform,deviation_code,v_2553,v_2553_deviation_code,a,1.472152716678147
MappedCodeTransform,deviation_code,v_2553,v_2553_deviation_code,b,1.4114621284673194
MappedCodeTransform,prevalence_code,v_2553,v_2553_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_2553,v_2553_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_2553,v_2553_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2553,v_2553_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1978,v_1978_impact_code,a,0.045837736879530466
MappedCodeTransform,impact_code,v_1978,v_1978_impact_code,b,-0.04655475957542975
MappedCodeTransform,deviation_code,v_1978,v_1978_deviation_code,a,1.3874653509514836
MappedCodeTransform,deviation_code,v_1978,v_1978_deviation_code,b,1.500211366330393
MappedCodeTransform,prevalence_code,v_1978,v_1978_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_1978,v_1978_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_1978,v_1978_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1978,v_1978_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1457,v_1457_impact_code,a,0.28559043877411155
MappedCodeTransform,impact_code,v_1457,v_1457_impact_code,b,-0.34058130164479633
MappedCodeTransform,deviation_code,v_1457,v_1457_deviation_code,a,1.482121059434344
MappedCodeTransform,deviation_code,v_1457,v_1457_deviation_code,b,1.285713792880732
MappedCodeTransform,prevalence_code,v_1457,v_1457_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_1457,v_1457_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_1457,v_1457_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1457,v_1457_lev_b,b,1.0
MappedCodeTransform,impact_code,v_771,v_771_impact_code,a,0.12293142181554538
MappedCodeTransform,impact_code,v_771,v_771_impact_code,b,-0.12819714582528316
MappedCodeTransform,deviation_code,v_771,v_771_deviation_code,a,1.4964209820548653
MappedCodeTransform,deviation_code,v_771,v_771_deviation_code,b,1.3596258817108742
MappedCodeTransform,prevalence_code,v_771,v_771_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_771,v_771_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_771,v_771_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_771,v_771_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2597,v_2597_impact_code,a,0.008056851352970597
MappedCodeTransform,impact_code,v_2597,v_2597_impact_code,b,-0.008940919493379603
MappedCodeTransform,deviation_code,v_2597,v_2597_deviation_code,a,1.477908798688088
MappedCodeTransform,deviation_code,v_2597,v_2597_deviation_code,b,1.3988254375394829
MappedCodeTransform,prevalence_code,v_2597,v_2597_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_2597,v_2597_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_2597,v_2597_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2597,v_2597_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2213,v_2213_impact_code,a,-0.020802217816384132
MappedCodeTransform,impact_code,v_2213,v_2213_impact_code,b,0.018799495241224574
MappedCodeTransform,deviation_code,v_2213,v_2213_deviation_code,a,1.4474945483640906
MappedCodeTransform,deviation_code,v_2213,v_2213_deviation_code,b,1.434475214745015
MappedCodeTransform,prevalence_code,v_2213,v_2213_prevalence_code,a,0.38
MappedCodeTransform,prevalence_code,v_2213,v_2213_prevalence_code,b,0.62
IndicatorCodeTransform,indicator_code,v_2213,v_2213_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2213,v_2213_lev_a,a,1.0
MappedCodeTransform,impact_code,v_905,v_905_impact_code,a,-0.00543530678330207
MappedCodeTransform,impact_code,v_905,v_905_impact_code,b,0.005511027648211081
MappedCodeTransform,deviation_code,v_905,v_905_deviation_code,a,1.4464825743434042
MappedCodeTransform,deviation_code,v_905,v_905_deviation_code,b,1.435217908564272
MappedCodeTransform,prevalence_code,v_905,v_905_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_905,v_905_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_905,v_905_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_905,v_905_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4925,v_4925_impact_code,a,-0.09046877329131693
MappedCodeTransform,impact_code,v_4925,v_4925_impact_code,b,0.07744228460163251
MappedCodeTransform,deviation_code,v_4925,v_4925_deviation_code,a,1.339190225651561
MappedCodeTransform,deviation_code,v_4925,v_4925_deviation_code,b,1.5146181058569945
MappedCodeTransform,prevalence_code,v_4925,v_4925_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_4925,v_4925_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_4925,v_4925_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4925,v_4925_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1420,v_1420_impact_code,a,-0.08937140559503108
MappedCodeTransform,impact_code,v_1420,v_1420_impact_code,b,0.131531516896752
MappedCodeTransform,deviation_code,v_1420,v_1420_deviation_code,a,1.5452632969547644
MappedCodeTransform,deviation_code,v_1420,v_1420_deviation_code,b,1.2460709011995694
MappedCodeTransform,prevalence_code,v_1420,v_1420_prevalence_code,a,0.59
MappedCodeTransform,prevalence_code,v_1420,v_1420_prevalence_code,b,0.41
IndicatorCodeTransform,indicator_code,v_1420,v_1420_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1420,v_1420_lev_b,b,1.0
MappedCodeTransform,impact_code,v_690,v_690_impact_code,a,-0.010199186084562467
MappedCodeTransform,impact_code,v_690,v_690_impact_code,b,0.008934218533378648
MappedCodeTransform,deviation_code,v_690,v_690_deviation_code,a,1.402106032208031
MappedCodeTransform,deviation_code,v_690,v_690_deviation_code,b,1.4652040238201696
MappedCodeTransform,prevalence_code,v_690,v_690_prevalence_code,a,0.4
MappedCodeTransform,prevalence_code,v_690,v_690_prevalence_code,b,0.6
IndicatorCodeTransform,indicator_code,v_690,v_690_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_690,v_690_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2381,v_2381_impact_code,a,-0.060444037198381456
